Subclones	SNPs
B3/H24Rx_2	291
B3/H24Rx_2	286
B3/H24Rx_2	287
B3/H24Rx_2	286
B3/H24Rx_2	286
B3/H24Rx_2	289
B3/H24Rx_2	282
B3/H24Rx_2	292
B3/H24Rx_2	291
B3/H24Rx_2	284
B3/H24Rx_2	280
B3/H24Rx_2	290
B3/H24Rx_2	291
B3/H24Rx_2	279
B3/H24Rx_2	295
B3/H24Rx_2	289
B3/H24Rx_2	289
B3/H24Rx_2	291
B3/H24Rx_2	279
B3/H24Rx_2	294
B3/H24Rx_2	294
B3/H24Rx_2	290
B3/H24Rx_2	287
B3/H24Rx_2	287
B3/H24Rx_2	292
B3/H24Rx_2	291
B3/H24Rx_2	293
B3/H24Rx_2	296
B3/H24Rx_2	290
B3/H24Rx_2	290
B3/H24Rx_2	288
B3/H24Rx_2	289
B3/H24Rx_2	291
B3/H24Rx_2	293
B3/H24Rx_2	311
B3/H24Rx_2	292
B3/H24Rx_2	278
B3/H24Rx_2	278
B3/H24Rx_2	280
B3/H24Rx_2	263
B3/H24Rx_2	270
B3/H24Rx_2	275
B3/H24Rx_2	282
B3/H24Rx_2	282
B3/H24Rx_2	272
B3/H24Rx_2	272
B3/H24Rx_2	269
B3/H24Rx_2	278
B3/H24Rx_2	273
B3/H24Rx_2	286
B3/H24Rx_2	275
B3/H24Rx_2	274
B3/H24Rx_2	275
B3/H24Rx_2	279
B3/H24Rx_2	282
B3/H24Rx_2	282
B3/H24Rx_2	277
B3/H24Rx_2	278
B3/H24Rx_2	277
B3/H24Rx_2	277
B3/H24Rx_2	280
B3/H24Rx_2	273
B3/H24Rx_2	283
B3/H24Rx_2	282
B3/H24Rx_2	275
B3/H24Rx_2	271
B3/H24Rx_2	281
B3/H24Rx_2	282
B3/H24Rx_2	270
B3/H24Rx_2	286
B3/H24Rx_2	280
B3/H24Rx_2	280
B3/H24Rx_2	282
B3/H24Rx_2	270
B3/H24Rx_2	285
B3/H24Rx_2	285
B3/H24Rx_2	281
B3/H24Rx_2	278
B3/H24Rx_2	278
B3/H24Rx_2	283
B3/H24Rx_2	282
B3/H24Rx_2	284
B3/H24Rx_2	287
B3/H24Rx_2	281
B3/H24Rx_2	281
B3/H24Rx_2	279
B3/H24Rx_2	280
B3/H24Rx_2	282
B3/H24Rx_2	284
B3/H24Rx_2	302
B3/H24Rx_2	283
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	286
B3/H24Rx_2	269
B3/H24Rx_2	276
B3/H24Rx_2	281
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	278
B3/H24Rx_2	278
B3/H24Rx_2	275
B3/H24Rx_2	284
B3/H24Rx_2	279
B3/H24Rx_2	292
B3/H24Rx_2	281
B3/H24Rx_2	280
B3/H24Rx_2	281
B3/H24Rx_2	285
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	283
B3/H24Rx_2	284
B3/H24Rx_2	283
B3/H24Rx_2	283
B3/H24Rx_2	286
B3/H24Rx_2	279
B3/H24Rx_2	289
B3/H24Rx_2	288
B3/H24Rx_2	281
B3/H24Rx_2	277
B3/H24Rx_2	287
B3/H24Rx_2	288
B3/H24Rx_2	276
B3/H24Rx_2	292
B3/H24Rx_2	286
B3/H24Rx_2	286
B3/H24Rx_2	288
B3/H24Rx_2	276
B3/H24Rx_2	291
B3/H24Rx_2	291
B3/H24Rx_2	287
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	289
B3/H24Rx_2	288
B3/H24Rx_2	290
B3/H24Rx_2	293
B3/H24Rx_2	287
B3/H24Rx_2	287
B3/H24Rx_2	285
B3/H24Rx_2	286
B3/H24Rx_2	288
B3/H24Rx_2	290
B3/H24Rx_2	308
B3/H24Rx_2	289
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	286
B3/H24Rx_2	269
B3/H24Rx_2	276
B3/H24Rx_2	281
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	278
B3/H24Rx_2	278
B3/H24Rx_2	275
B3/H24Rx_2	284
B3/H24Rx_2	279
B3/H24Rx_2	292
B3/H24Rx_2	281
B3/H24Rx_2	280
B3/H24Rx_2	281
B3/H24Rx_2	285
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	283
B3/H24Rx_2	284
B3/H24Rx_2	283
B3/H24Rx_2	283
B3/H24Rx_2	286
B3/H24Rx_2	279
B3/H24Rx_2	289
B3/H24Rx_2	288
B3/H24Rx_2	281
B3/H24Rx_2	277
B3/H24Rx_2	287
B3/H24Rx_2	288
B3/H24Rx_2	276
B3/H24Rx_2	292
B3/H24Rx_2	286
B3/H24Rx_2	286
B3/H24Rx_2	288
B3/H24Rx_2	276
B3/H24Rx_2	291
B3/H24Rx_2	291
B3/H24Rx_2	287
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	289
B3/H24Rx_2	288
B3/H24Rx_2	290
B3/H24Rx_2	293
B3/H24Rx_2	287
B3/H24Rx_2	287
B3/H24Rx_2	285
B3/H24Rx_2	286
B3/H24Rx_2	288
B3/H24Rx_2	290
B3/H24Rx_2	308
B3/H24Rx_2	289
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	286
B3/H24Rx_2	269
B3/H24Rx_2	276
B3/H24Rx_2	281
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	278
B3/H24Rx_2	278
B3/H24Rx_2	275
B3/H24Rx_2	284
B3/H24Rx_2	279
B3/H24Rx_2	292
B3/H24Rx_2	281
B3/H24Rx_2	280
B3/H24Rx_2	281
B3/H24Rx_2	285
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	283
B3/H24Rx_2	284
B3/H24Rx_2	283
B3/H24Rx_2	283
B3/H24Rx_2	286
B3/H24Rx_2	279
B3/H24Rx_2	289
B3/H24Rx_2	288
B3/H24Rx_2	281
B3/H24Rx_2	277
B3/H24Rx_2	287
B3/H24Rx_2	288
B3/H24Rx_2	276
B3/H24Rx_2	292
B3/H24Rx_2	286
B3/H24Rx_2	286
B3/H24Rx_2	288
B3/H24Rx_2	276
B3/H24Rx_2	291
B3/H24Rx_2	291
B3/H24Rx_2	287
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	289
B3/H24Rx_2	288
B3/H24Rx_2	290
B3/H24Rx_2	293
B3/H24Rx_2	287
B3/H24Rx_2	287
B3/H24Rx_2	285
B3/H24Rx_2	286
B3/H24Rx_2	288
B3/H24Rx_2	290
B3/H24Rx_2	308
B3/H24Rx_2	289
B3/H24Rx_2	287
B3/H24Rx_2	287
B3/H24Rx_2	289
B3/H24Rx_2	272
B3/H24Rx_2	279
B3/H24Rx_2	284
B3/H24Rx_2	291
B3/H24Rx_2	291
B3/H24Rx_2	281
B3/H24Rx_2	281
B3/H24Rx_2	278
B3/H24Rx_2	287
B3/H24Rx_2	282
B3/H24Rx_2	295
B3/H24Rx_2	284
B3/H24Rx_2	283
B3/H24Rx_2	284
B3/H24Rx_2	288
B3/H24Rx_2	291
B3/H24Rx_2	291
B3/H24Rx_2	286
B3/H24Rx_2	287
B3/H24Rx_2	286
B3/H24Rx_2	286
B3/H24Rx_2	289
B3/H24Rx_2	282
B3/H24Rx_2	292
B3/H24Rx_2	291
B3/H24Rx_2	284
B3/H24Rx_2	280
B3/H24Rx_2	290
B3/H24Rx_2	291
B3/H24Rx_2	279
B3/H24Rx_2	295
B3/H24Rx_2	289
B3/H24Rx_2	289
B3/H24Rx_2	291
B3/H24Rx_2	279
B3/H24Rx_2	294
B3/H24Rx_2	294
B3/H24Rx_2	290
B3/H24Rx_2	287
B3/H24Rx_2	287
B3/H24Rx_2	292
B3/H24Rx_2	291
B3/H24Rx_2	293
B3/H24Rx_2	296
B3/H24Rx_2	290
B3/H24Rx_2	290
B3/H24Rx_2	288
B3/H24Rx_2	289
B3/H24Rx_2	291
B3/H24Rx_2	293
B3/H24Rx_2	311
B3/H24Rx_2	292
B3/H24Rx_2	287
B3/H24Rx_2	287
B3/H24Rx_2	289
B3/H24Rx_2	272
B3/H24Rx_2	279
B3/H24Rx_2	284
B3/H24Rx_2	291
B3/H24Rx_2	291
B3/H24Rx_2	281
B3/H24Rx_2	281
B3/H24Rx_2	278
B3/H24Rx_2	287
B3/H24Rx_2	282
B3/H24Rx_2	295
B3/H24Rx_2	284
B3/H24Rx_2	283
B3/H24Rx_2	284
B3/H24Rx_2	288
B3/H24Rx_2	291
B3/H24Rx_2	291
B3/H24Rx_2	286
B3/H24Rx_2	287
B3/H24Rx_2	286
B3/H24Rx_2	286
B3/H24Rx_2	289
B3/H24Rx_2	282
B3/H24Rx_2	292
B3/H24Rx_2	291
B3/H24Rx_2	284
B3/H24Rx_2	280
B3/H24Rx_2	290
B3/H24Rx_2	291
B3/H24Rx_2	279
B3/H24Rx_2	295
B3/H24Rx_2	289
B3/H24Rx_2	289
B3/H24Rx_2	291
B3/H24Rx_2	279
B3/H24Rx_2	294
B3/H24Rx_2	294
B3/H24Rx_2	290
B3/H24Rx_2	287
B3/H24Rx_2	287
B3/H24Rx_2	292
B3/H24Rx_2	291
B3/H24Rx_2	293
B3/H24Rx_2	296
B3/H24Rx_2	290
B3/H24Rx_2	290
B3/H24Rx_2	288
B3/H24Rx_2	289
B3/H24Rx_2	291
B3/H24Rx_2	293
B3/H24Rx_2	311
B3/H24Rx_2	292
B3/H24Rx_2	286
B3/H24Rx_2	286
B3/H24Rx_2	288
B3/H24Rx_2	271
B3/H24Rx_2	278
B3/H24Rx_2	283
B3/H24Rx_2	290
B3/H24Rx_2	290
B3/H24Rx_2	280
B3/H24Rx_2	280
B3/H24Rx_2	277
B3/H24Rx_2	286
B3/H24Rx_2	281
B3/H24Rx_2	294
B3/H24Rx_2	283
B3/H24Rx_2	282
B3/H24Rx_2	283
B3/H24Rx_2	287
B3/H24Rx_2	290
B3/H24Rx_2	290
B3/H24Rx_2	285
B3/H24Rx_2	286
B3/H24Rx_2	285
B3/H24Rx_2	285
B3/H24Rx_2	288
B3/H24Rx_2	281
B3/H24Rx_2	291
B3/H24Rx_2	290
B3/H24Rx_2	283
B3/H24Rx_2	279
B3/H24Rx_2	289
B3/H24Rx_2	290
B3/H24Rx_2	278
B3/H24Rx_2	294
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	290
B3/H24Rx_2	278
B3/H24Rx_2	293
B3/H24Rx_2	293
B3/H24Rx_2	289
B3/H24Rx_2	286
B3/H24Rx_2	286
B3/H24Rx_2	291
B3/H24Rx_2	290
B3/H24Rx_2	292
B3/H24Rx_2	295
B3/H24Rx_2	289
B3/H24Rx_2	289
B3/H24Rx_2	287
B3/H24Rx_2	288
B3/H24Rx_2	290
B3/H24Rx_2	292
B3/H24Rx_2	310
B3/H24Rx_2	291
B3/H24Rx_2	289
B3/H24Rx_2	289
B3/H24Rx_2	291
B3/H24Rx_2	274
B3/H24Rx_2	281
B3/H24Rx_2	286
B3/H24Rx_2	293
B3/H24Rx_2	293
B3/H24Rx_2	283
B3/H24Rx_2	283
B3/H24Rx_2	280
B3/H24Rx_2	289
B3/H24Rx_2	284
B3/H24Rx_2	297
B3/H24Rx_2	286
B3/H24Rx_2	285
B3/H24Rx_2	286
B3/H24Rx_2	290
B3/H24Rx_2	293
B3/H24Rx_2	293
B3/H24Rx_2	288
B3/H24Rx_2	289
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	291
B3/H24Rx_2	284
B3/H24Rx_2	294
B3/H24Rx_2	293
B3/H24Rx_2	286
B3/H24Rx_2	282
B3/H24Rx_2	292
B3/H24Rx_2	293
B3/H24Rx_2	281
B3/H24Rx_2	297
B3/H24Rx_2	291
B3/H24Rx_2	291
B3/H24Rx_2	293
B3/H24Rx_2	281
B3/H24Rx_2	296
B3/H24Rx_2	296
B3/H24Rx_2	292
B3/H24Rx_2	289
B3/H24Rx_2	289
B3/H24Rx_2	294
B3/H24Rx_2	293
B3/H24Rx_2	295
B3/H24Rx_2	298
B3/H24Rx_2	292
B3/H24Rx_2	292
B3/H24Rx_2	290
B3/H24Rx_2	291
B3/H24Rx_2	293
B3/H24Rx_2	295
B3/H24Rx_2	313
B3/H24Rx_2	294
B3/H24Rx_2	290
B3/H24Rx_2	290
B3/H24Rx_2	292
B3/H24Rx_2	275
B3/H24Rx_2	282
B3/H24Rx_2	287
B3/H24Rx_2	294
B3/H24Rx_2	294
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	281
B3/H24Rx_2	290
B3/H24Rx_2	285
B3/H24Rx_2	298
B3/H24Rx_2	287
B3/H24Rx_2	286
B3/H24Rx_2	287
B3/H24Rx_2	291
B3/H24Rx_2	294
B3/H24Rx_2	294
B3/H24Rx_2	289
B3/H24Rx_2	290
B3/H24Rx_2	289
B3/H24Rx_2	289
B3/H24Rx_2	292
B3/H24Rx_2	285
B3/H24Rx_2	295
B3/H24Rx_2	294
B3/H24Rx_2	287
B3/H24Rx_2	283
B3/H24Rx_2	293
B3/H24Rx_2	294
B3/H24Rx_2	282
B3/H24Rx_2	298
B3/H24Rx_2	292
B3/H24Rx_2	292
B3/H24Rx_2	294
B3/H24Rx_2	282
B3/H24Rx_2	297
B3/H24Rx_2	297
B3/H24Rx_2	293
B3/H24Rx_2	290
B3/H24Rx_2	290
B3/H24Rx_2	295
B3/H24Rx_2	294
B3/H24Rx_2	296
B3/H24Rx_2	299
B3/H24Rx_2	293
B3/H24Rx_2	293
B3/H24Rx_2	291
B3/H24Rx_2	292
B3/H24Rx_2	294
B3/H24Rx_2	296
B3/H24Rx_2	314
B3/H24Rx_2	295
B3/H24Rx_2	295
B3/H24Rx_2	295
B3/H24Rx_2	297
B3/H24Rx_2	280
B3/H24Rx_2	287
B3/H24Rx_2	292
B3/H24Rx_2	299
B3/H24Rx_2	299
B3/H24Rx_2	289
B3/H24Rx_2	289
B3/H24Rx_2	286
B3/H24Rx_2	295
B3/H24Rx_2	290
B3/H24Rx_2	303
B3/H24Rx_2	292
B3/H24Rx_2	291
B3/H24Rx_2	292
B3/H24Rx_2	296
B3/H24Rx_2	299
B3/H24Rx_2	299
B3/H24Rx_2	294
B3/H24Rx_2	295
B3/H24Rx_2	294
B3/H24Rx_2	294
B3/H24Rx_2	297
B3/H24Rx_2	290
B3/H24Rx_2	300
B3/H24Rx_2	299
B3/H24Rx_2	292
B3/H24Rx_2	288
B3/H24Rx_2	298
B3/H24Rx_2	299
B3/H24Rx_2	287
B3/H24Rx_2	303
B3/H24Rx_2	297
B3/H24Rx_2	297
B3/H24Rx_2	299
B3/H24Rx_2	287
B3/H24Rx_2	302
B3/H24Rx_2	302
B3/H24Rx_2	298
B3/H24Rx_2	295
B3/H24Rx_2	295
B3/H24Rx_2	300
B3/H24Rx_2	299
B3/H24Rx_2	301
B3/H24Rx_2	304
B3/H24Rx_2	298
B3/H24Rx_2	298
B3/H24Rx_2	296
B3/H24Rx_2	297
B3/H24Rx_2	299
B3/H24Rx_2	301
B3/H24Rx_2	319
B3/H24Rx_2	300
B3/H24Rx_2	281
B3/H24Rx_2	281
B3/H24Rx_2	283
B3/H24Rx_2	266
B3/H24Rx_2	273
B3/H24Rx_2	278
B3/H24Rx_2	285
B3/H24Rx_2	285
B3/H24Rx_2	275
B3/H24Rx_2	275
B3/H24Rx_2	272
B3/H24Rx_2	281
B3/H24Rx_2	276
B3/H24Rx_2	289
B3/H24Rx_2	278
B3/H24Rx_2	277
B3/H24Rx_2	278
B3/H24Rx_2	282
B3/H24Rx_2	285
B3/H24Rx_2	285
B3/H24Rx_2	280
B3/H24Rx_2	281
B3/H24Rx_2	280
B3/H24Rx_2	280
B3/H24Rx_2	283
B3/H24Rx_2	276
B3/H24Rx_2	286
B3/H24Rx_2	285
B3/H24Rx_2	278
B3/H24Rx_2	274
B3/H24Rx_2	284
B3/H24Rx_2	285
B3/H24Rx_2	273
B3/H24Rx_2	289
B3/H24Rx_2	283
B3/H24Rx_2	283
B3/H24Rx_2	285
B3/H24Rx_2	273
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	284
B3/H24Rx_2	281
B3/H24Rx_2	281
B3/H24Rx_2	286
B3/H24Rx_2	285
B3/H24Rx_2	287
B3/H24Rx_2	290
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	282
B3/H24Rx_2	283
B3/H24Rx_2	285
B3/H24Rx_2	287
B3/H24Rx_2	305
B3/H24Rx_2	286
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	286
B3/H24Rx_2	269
B3/H24Rx_2	276
B3/H24Rx_2	281
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	278
B3/H24Rx_2	278
B3/H24Rx_2	275
B3/H24Rx_2	284
B3/H24Rx_2	279
B3/H24Rx_2	292
B3/H24Rx_2	281
B3/H24Rx_2	280
B3/H24Rx_2	281
B3/H24Rx_2	285
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	283
B3/H24Rx_2	284
B3/H24Rx_2	283
B3/H24Rx_2	283
B3/H24Rx_2	286
B3/H24Rx_2	279
B3/H24Rx_2	289
B3/H24Rx_2	288
B3/H24Rx_2	281
B3/H24Rx_2	277
B3/H24Rx_2	287
B3/H24Rx_2	288
B3/H24Rx_2	276
B3/H24Rx_2	292
B3/H24Rx_2	286
B3/H24Rx_2	286
B3/H24Rx_2	288
B3/H24Rx_2	276
B3/H24Rx_2	291
B3/H24Rx_2	291
B3/H24Rx_2	287
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	289
B3/H24Rx_2	288
B3/H24Rx_2	290
B3/H24Rx_2	293
B3/H24Rx_2	287
B3/H24Rx_2	287
B3/H24Rx_2	285
B3/H24Rx_2	286
B3/H24Rx_2	288
B3/H24Rx_2	290
B3/H24Rx_2	308
B3/H24Rx_2	289
B3/H24Rx_2	292
B3/H24Rx_2	292
B3/H24Rx_2	294
B3/H24Rx_2	277
B3/H24Rx_2	284
B3/H24Rx_2	289
B3/H24Rx_2	296
B3/H24Rx_2	296
B3/H24Rx_2	286
B3/H24Rx_2	286
B3/H24Rx_2	283
B3/H24Rx_2	292
B3/H24Rx_2	287
B3/H24Rx_2	300
B3/H24Rx_2	289
B3/H24Rx_2	288
B3/H24Rx_2	289
B3/H24Rx_2	293
B3/H24Rx_2	296
B3/H24Rx_2	296
B3/H24Rx_2	291
B3/H24Rx_2	292
B3/H24Rx_2	291
B3/H24Rx_2	291
B3/H24Rx_2	294
B3/H24Rx_2	287
B3/H24Rx_2	297
B3/H24Rx_2	296
B3/H24Rx_2	289
B3/H24Rx_2	285
B3/H24Rx_2	295
B3/H24Rx_2	296
B3/H24Rx_2	284
B3/H24Rx_2	300
B3/H24Rx_2	294
B3/H24Rx_2	294
B3/H24Rx_2	296
B3/H24Rx_2	284
B3/H24Rx_2	299
B3/H24Rx_2	299
B3/H24Rx_2	295
B3/H24Rx_2	292
B3/H24Rx_2	292
B3/H24Rx_2	297
B3/H24Rx_2	296
B3/H24Rx_2	298
B3/H24Rx_2	301
B3/H24Rx_2	295
B3/H24Rx_2	295
B3/H24Rx_2	293
B3/H24Rx_2	294
B3/H24Rx_2	296
B3/H24Rx_2	298
B3/H24Rx_2	316
B3/H24Rx_2	297
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	290
B3/H24Rx_2	273
B3/H24Rx_2	280
B3/H24Rx_2	285
B3/H24Rx_2	292
B3/H24Rx_2	292
B3/H24Rx_2	282
B3/H24Rx_2	282
B3/H24Rx_2	279
B3/H24Rx_2	288
B3/H24Rx_2	283
B3/H24Rx_2	296
B3/H24Rx_2	285
B3/H24Rx_2	284
B3/H24Rx_2	285
B3/H24Rx_2	289
B3/H24Rx_2	292
B3/H24Rx_2	292
B3/H24Rx_2	287
B3/H24Rx_2	288
B3/H24Rx_2	287
B3/H24Rx_2	287
B3/H24Rx_2	290
B3/H24Rx_2	283
B3/H24Rx_2	293
B3/H24Rx_2	292
B3/H24Rx_2	285
B3/H24Rx_2	281
B3/H24Rx_2	291
B3/H24Rx_2	292
B3/H24Rx_2	280
B3/H24Rx_2	296
B3/H24Rx_2	290
B3/H24Rx_2	290
B3/H24Rx_2	292
B3/H24Rx_2	280
B3/H24Rx_2	295
B3/H24Rx_2	295
B3/H24Rx_2	291
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	293
B3/H24Rx_2	292
B3/H24Rx_2	294
B3/H24Rx_2	297
B3/H24Rx_2	291
B3/H24Rx_2	291
B3/H24Rx_2	289
B3/H24Rx_2	290
B3/H24Rx_2	292
B3/H24Rx_2	294
B3/H24Rx_2	312
B3/H24Rx_2	293
B3/H24Rx_2	292
B3/H24Rx_2	292
B3/H24Rx_2	294
B3/H24Rx_2	277
B3/H24Rx_2	284
B3/H24Rx_2	289
B3/H24Rx_2	296
B3/H24Rx_2	296
B3/H24Rx_2	286
B3/H24Rx_2	286
B3/H24Rx_2	283
B3/H24Rx_2	292
B3/H24Rx_2	287
B3/H24Rx_2	300
B3/H24Rx_2	289
B3/H24Rx_2	288
B3/H24Rx_2	289
B3/H24Rx_2	293
B3/H24Rx_2	296
B3/H24Rx_2	296
B3/H24Rx_2	291
B3/H24Rx_2	292
B3/H24Rx_2	291
B3/H24Rx_2	291
B3/H24Rx_2	294
B3/H24Rx_2	287
B3/H24Rx_2	297
B3/H24Rx_2	296
B3/H24Rx_2	289
B3/H24Rx_2	285
B3/H24Rx_2	295
B3/H24Rx_2	296
B3/H24Rx_2	284
B3/H24Rx_2	300
B3/H24Rx_2	294
B3/H24Rx_2	294
B3/H24Rx_2	296
B3/H24Rx_2	284
B3/H24Rx_2	299
B3/H24Rx_2	299
B3/H24Rx_2	295
B3/H24Rx_2	292
B3/H24Rx_2	292
B3/H24Rx_2	297
B3/H24Rx_2	296
B3/H24Rx_2	298
B3/H24Rx_2	301
B3/H24Rx_2	295
B3/H24Rx_2	295
B3/H24Rx_2	293
B3/H24Rx_2	294
B3/H24Rx_2	296
B3/H24Rx_2	298
B3/H24Rx_2	316
B3/H24Rx_2	297
B3/H24Rx_2	281
B3/H24Rx_2	281
B3/H24Rx_2	283
B3/H24Rx_2	266
B3/H24Rx_2	273
B3/H24Rx_2	278
B3/H24Rx_2	285
B3/H24Rx_2	285
B3/H24Rx_2	275
B3/H24Rx_2	275
B3/H24Rx_2	272
B3/H24Rx_2	281
B3/H24Rx_2	276
B3/H24Rx_2	289
B3/H24Rx_2	278
B3/H24Rx_2	277
B3/H24Rx_2	278
B3/H24Rx_2	282
B3/H24Rx_2	285
B3/H24Rx_2	285
B3/H24Rx_2	280
B3/H24Rx_2	281
B3/H24Rx_2	280
B3/H24Rx_2	280
B3/H24Rx_2	283
B3/H24Rx_2	276
B3/H24Rx_2	286
B3/H24Rx_2	285
B3/H24Rx_2	278
B3/H24Rx_2	274
B3/H24Rx_2	284
B3/H24Rx_2	285
B3/H24Rx_2	273
B3/H24Rx_2	289
B3/H24Rx_2	283
B3/H24Rx_2	283
B3/H24Rx_2	285
B3/H24Rx_2	273
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	284
B3/H24Rx_2	281
B3/H24Rx_2	281
B3/H24Rx_2	286
B3/H24Rx_2	285
B3/H24Rx_2	287
B3/H24Rx_2	290
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	282
B3/H24Rx_2	283
B3/H24Rx_2	285
B3/H24Rx_2	287
B3/H24Rx_2	305
B3/H24Rx_2	286
B3/H24Rx_2	280
B3/H24Rx_2	280
B3/H24Rx_2	282
B3/H24Rx_2	265
B3/H24Rx_2	272
B3/H24Rx_2	277
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	274
B3/H24Rx_2	274
B3/H24Rx_2	271
B3/H24Rx_2	280
B3/H24Rx_2	275
B3/H24Rx_2	288
B3/H24Rx_2	277
B3/H24Rx_2	276
B3/H24Rx_2	277
B3/H24Rx_2	281
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	279
B3/H24Rx_2	280
B3/H24Rx_2	279
B3/H24Rx_2	279
B3/H24Rx_2	282
B3/H24Rx_2	275
B3/H24Rx_2	285
B3/H24Rx_2	284
B3/H24Rx_2	277
B3/H24Rx_2	273
B3/H24Rx_2	283
B3/H24Rx_2	284
B3/H24Rx_2	272
B3/H24Rx_2	288
B3/H24Rx_2	282
B3/H24Rx_2	282
B3/H24Rx_2	284
B3/H24Rx_2	272
B3/H24Rx_2	287
B3/H24Rx_2	287
B3/H24Rx_2	283
B3/H24Rx_2	280
B3/H24Rx_2	280
B3/H24Rx_2	285
B3/H24Rx_2	284
B3/H24Rx_2	286
B3/H24Rx_2	289
B3/H24Rx_2	283
B3/H24Rx_2	283
B3/H24Rx_2	281
B3/H24Rx_2	282
B3/H24Rx_2	284
B3/H24Rx_2	286
B3/H24Rx_2	304
B3/H24Rx_2	285
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	286
B3/H24Rx_2	269
B3/H24Rx_2	276
B3/H24Rx_2	281
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	278
B3/H24Rx_2	278
B3/H24Rx_2	275
B3/H24Rx_2	284
B3/H24Rx_2	279
B3/H24Rx_2	292
B3/H24Rx_2	281
B3/H24Rx_2	280
B3/H24Rx_2	281
B3/H24Rx_2	285
B3/H24Rx_2	288
B3/H24Rx_2	288
B3/H24Rx_2	283
B3/H24Rx_2	284
B3/H24Rx_2	283
B3/H24Rx_2	283
B3/H24Rx_2	286
B3/H24Rx_2	279
B3/H24Rx_2	289
B3/H24Rx_2	288
B3/H24Rx_2	281
B3/H24Rx_2	277
B3/H24Rx_2	287
B3/H24Rx_2	288
B3/H24Rx_2	276
B3/H24Rx_2	292
B3/H24Rx_2	286
B3/H24Rx_2	286
B3/H24Rx_2	288
B3/H24Rx_2	276
B3/H24Rx_2	291
B3/H24Rx_2	291
B3/H24Rx_2	287
B3/H24Rx_2	284
B3/H24Rx_2	284
B3/H24Rx_2	289
B3/H24Rx_2	288
B3/H24Rx_2	290
B3/H24Rx_2	293
B3/H24Rx_2	287
B3/H24Rx_2	287
B3/H24Rx_2	285
B3/H24Rx_2	286
B3/H24Rx_2	288
B3/H24Rx_2	290
B3/H24Rx_2	308
B3/H24Rx_2	289
B3/H24Rx_2	283
B3/H24Rx_2	283
B3/H24Rx_2	285
B3/H24Rx_2	268
B3/H24Rx_2	275
B3/H24Rx_2	280
B3/H24Rx_2	287
B3/H24Rx_2	287
B3/H24Rx_2	277
B3/H24Rx_2	277
B3/H24Rx_2	274
B3/H24Rx_2	283
B3/H24Rx_2	278
B3/H24Rx_2	291
B3/H24Rx_2	280
B3/H24Rx_2	279
B3/H24Rx_2	280
B3/H24Rx_2	284
B3/H24Rx_2	287
B3/H24Rx_2	287
B3/H24Rx_2	282
B3/H24Rx_2	283
B3/H24Rx_2	282
B3/H24Rx_2	282
B3/H24Rx_2	285
B3/H24Rx_2	278
B3/H24Rx_2	288
B3/H24Rx_2	287
B3/H24Rx_2	280
B3/H24Rx_2	276
B3/H24Rx_2	286
B3/H24Rx_2	287
B3/H24Rx_2	275
B3/H24Rx_2	291
B3/H24Rx_2	285
B3/H24Rx_2	285
B3/H24Rx_2	287
B3/H24Rx_2	275
B3/H24Rx_2	290
B3/H24Rx_2	290
B3/H24Rx_2	286
B3/H24Rx_2	283
B3/H24Rx_2	283
B3/H24Rx_2	288
B3/H24Rx_2	287
B3/H24Rx_2	289
B3/H24Rx_2	292
B3/H24Rx_2	286
B3/H24Rx_2	286
B3/H24Rx_2	284
